match,teamInnings,battingPos,batsmanName,,runs,balls,4s,6s,SR,match_id,dismissal
India Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka ,Out,0,1,0,0,0,ODI # 4690,lbw b Bumrah
India Vs Sri Lanka,Sri Lanka,2,Dimuth Karunaratne ,Out,0,1,0,0,0,ODI # 4690,lbw b Mohammed Siraj
India Vs Sri Lanka,Sri Lanka,3,Kusal Mendis  ,Out,1,10,0,0,10,ODI # 4690, b Mohammed Siraj
India Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama ,Out,0,4,0,0,0,ODI # 4690,c Iyer b Mohammed Siraj
India Vs Sri Lanka,Sri Lanka,5,Charith Asalanka ,Out,1,24,0,0,4.16,ODI # 4690,c Jadeja b Mohammed Shami
India Vs Sri Lanka,Sri Lanka,6,Angelo Mathews ,Out,12,25,1,0,48,ODI # 4690, b Mohammed Shami
India Vs Sri Lanka,Sri Lanka,7,Dushan Hemantha ,Out,0,1,0,0,0,ODI # 4690,c  Rahul b Mohammed Shami
India Vs Sri Lanka,Sri Lanka,8,Dushmantha Chameera ,Out,0,6,0,0,0,ODI # 4690,c  Rahul b Mohammed Shami
India Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana ,Not_out,12,23,2,0,52.17,ODI # 4690,
India Vs Sri Lanka,Sri Lanka,10,Kasun Rajitha ,Out,14,17,2,0,82.35,ODI # 4690,c Shubman Gill b Mohammed Shami
India Vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka ,Out,5,6,1,0,83.33,ODI # 4690,c Iyer b Jadeja
India Vs New Zealand,New Zealand,1,Devon Conway ,Out,0,9,0,0,0,ODI # 4678,c Iyer b Mohammed Siraj
India Vs New Zealand,New Zealand,2,Will Young ,Out,17,27,3,0,62.96,ODI # 4678, b Mohammed Shami
India Vs New Zealand,New Zealand,3,Rachin Ravindra ,Out,75,87,6,1,86.2,ODI # 4678,c Shubman Gill b Mohammed Shami
India Vs New Zealand,New Zealand,4,Daryl Mitchell ,Out,130,127,9,5,102.36,ODI # 4678,c Kohli b Mohammed Shami
India Vs New Zealand,New Zealand,5,Tom Latham  ,Out,5,7,1,0,71.42,ODI # 4678,lbw b Kuldeep Yadav
India Vs New Zealand,New Zealand,6,Glenn Phillips ,Out,23,26,0,1,88.46,ODI # 4678,c Sharma b Kuldeep Yadav
India Vs New Zealand,New Zealand,7,Mark Chapman ,Out,6,8,0,0,75,ODI # 4678,c Kohli b Bumrah
India Vs New Zealand,New Zealand,8,Mitchell Santner ,Out,1,2,0,0,50,ODI # 4678, b Mohammed Shami
India Vs New Zealand,New Zealand,9,Matt Henry ,Out,0,1,0,0,0,ODI # 4678, b Mohammed Shami
India Vs New Zealand,New Zealand,10,Lockie Ferguson ,Out,1,5,0,0,20,ODI # 4678,run out ( Rahul)
India Vs New Zealand,New Zealand,11,Trent Boult ,Not_out,0,1,0,0,0,ODI # 4678,
India Vs New Zealand,India,1,Rohit Sharma ,Out,46,40,4,4,115,ODI # 4678, b Ferguson
India Vs New Zealand,India,2,Shubman Gill ,Out,26,31,5,0,83.87,ODI # 4678,c Mitchell b Ferguson
India Vs New Zealand,India,3,Virat Kohli ,Out,95,104,8,2,91.34,ODI # 4678,c Phillips b Henry
India Vs New Zealand,India,4,Shreyas Iyer ,Out,33,29,6,0,113.79,ODI # 4678,c Conway b Boult
India Vs New Zealand,India,5,K L Rahul,Out,27,35,3,0,77.14,ODI # 4678,lbw b Santner
India Vs New Zealand,India,6,Suryakumar Yadav ,Out,2,4,0,0,50,ODI # 4678,run out (Santner/Boult/ Latham)
India Vs New Zealand,India,7,Ravindra Jadeja ,Not_out,39,44,3,1,88.63,ODI # 4678,
India Vs New Zealand,India,8,Mohammed Shami ,Not_out,1,1,0,0,100,ODI # 4678,
Bangladesh Vs Pakistan,Bangladesh,1,Tanzid Hasan ,Out,0,5,0,0,0,ODI # 4688,lbw b Shaheen Shah Afridi
Bangladesh Vs Pakistan,Bangladesh,2,Litton Das ,Out,45,64,6,0,70.31,ODI # 4688,c Agha Salman b Iftikhar Ahmed
Bangladesh Vs Pakistan,Bangladesh,3,Najmul Hossain Shanto ,Out,4,3,1,0,133.33,ODI # 4688,c Usama Mir b Shaheen Shah Afridi
Bangladesh Vs Pakistan,Bangladesh,4,Mushfiqur Rahim,Out,5,8,1,0,62.5,ODI # 4688,c  Mohammad Rizwan b Haris Rauf
Bangladesh Vs Pakistan,Bangladesh,5,Mahmudullah ,Out,56,70,6,1,80,ODI # 4688, b Shaheen Shah Afridi
Bangladesh Vs Pakistan,Bangladesh,6,Shakib Al Hasan ,Out,43,64,4,0,67.18,ODI # 4688,c Agha Salman b Haris Rauf
Bangladesh Vs Pakistan,Bangladesh,7,Towhid Hridoy ,Out,7,3,0,1,233.33,ODI # 4688,c Iftikhar Ahmed b Usama Mir
Bangladesh Vs Pakistan,Bangladesh,8,Mehidy Hasan Miraz ,Out,25,30,1,1,83.33,ODI # 4688, b Mohammad Wasim
Bangladesh Vs Pakistan,Bangladesh,9,Taskin Ahmed ,Out,6,13,0,0,46.15,ODI # 4688, b Mohammad Wasim
Bangladesh Vs Pakistan,Bangladesh,10,Mustafizur Rahman ,Out,3,7,0,0,42.85,ODI # 4688, b Mohammad Wasim
Bangladesh Vs Pakistan,Bangladesh,11,Shoriful Islam ,Not_out,1,4,0,0,25,ODI # 4688,
Bangladesh Vs Pakistan,Pakistan,1,Abdullah Shafique ,Out,68,69,9,2,98.55,ODI # 4688,lbw b Mehidy Hasan Miraz
Bangladesh Vs Pakistan,Pakistan,2,Fakhar Zaman ,Out,81,74,3,7,109.45,ODI # 4688,c Towhid Hridoy b Mehidy Hasan Miraz
Bangladesh Vs Pakistan,Pakistan,3,Babar Azam ,Out,9,16,1,0,56.25,ODI # 4688,c Mahmudullah b Mehidy Hasan Miraz
Bangladesh Vs Pakistan,Pakistan,4,Mohammad Rizwan,Not_out,26,21,4,0,123.8,ODI # 4688,
Bangladesh Vs Pakistan,Pakistan,5,Iftikhar Ahmed ,Not_out,17,15,2,0,113.33,ODI # 4688,
India Vs Australia,Australia,1,David Warner ,Out,41,52,6,0,78.84,ODI # 4662,c & b Kuldeep Yadav
India Vs Australia,Australia,2,Mitchell Marsh ,Out,0,6,0,0,0,ODI # 4662,c Kohli b Bumrah
India Vs Australia,Australia,3,Steven Smith ,Out,46,71,5,0,64.78,ODI # 4662, b Jadeja
India Vs Australia,Australia,4,Marnus Labuschagne ,Out,27,41,1,0,65.85,ODI # 4662,c  Rahul b Jadeja
India Vs Australia,Australia,5,Glenn Maxwell ,Out,15,25,1,0,60,ODI # 4662, b Kuldeep Yadav
India Vs Australia,Australia,6,Alex Carey,Out,0,2,0,0,0,ODI # 4662,lbw b Jadeja
India Vs Australia,Australia,7,Cameron Green ,Out,8,20,0,0,40,ODI # 4662,c Pandya b Ashwin
India Vs Australia,Australia,8,Pat Cummins ,Out,15,24,1,1,62.5,ODI # 4662,c Iyer b Bumrah
India Vs Australia,Australia,9,Mitchell Starc ,Out,28,35,2,1,80,ODI # 4662,c Iyer b Mohammed Siraj
India Vs Australia,Australia,10,Adam Zampa ,Out,6,20,0,0,30,ODI # 4662,c Kohli b Pandya
India Vs Australia,Australia,11,Josh Hazlewood ,Not_out,1,1,0,0,100,ODI # 4662,
India Vs Australia,India,1,Rohit Sharma ,Out,0,6,0,0,0,ODI # 4662,lbw b Hazlewood
India Vs Australia,India,2,Ishan Kishan ,Out,0,1,0,0,0,ODI # 4662,c Green b Starc
India Vs Australia,India,3,Virat Kohli ,Out,85,116,6,0,73.27,ODI # 4662,c Labuschagne b Hazlewood
India Vs Australia,India,4,Shreyas Iyer ,Out,0,3,0,0,0,ODI # 4662,c Warner b Hazlewood
India Vs Australia,India,5,K L Rahul,Not_out,97,115,8,2,84.34,ODI # 4662,
India Vs Australia,India,6,Hardik Pandya ,Not_out,11,8,0,1,137.5,ODI # 4662,
Netherlands Vs South Africa,Netherlands,1,Vikramjit Singh ,Out,2,16,0,0,12.5,ODI # 4672,c Klaasen b Rabada
Netherlands Vs South Africa,Netherlands,2,Max O' Dowd ,Out,18,25,4,0,72,ODI # 4672,c  de Kock b Jansen
Netherlands Vs South Africa,Netherlands,3,Colin Ackermann ,Out,12,25,1,0,48,ODI # 4672, b Coetzee
Netherlands Vs South Africa,Netherlands,4,Basde Leede ,Out,2,7,0,0,28.57,ODI # 4672,lbw b Rabada
Netherlands Vs South Africa,Netherlands,5,Sybrand Engelbrecht ,Out,19,37,1,1,51.35,ODI # 4672,c Jansen b Ngidi
Netherlands Vs South Africa,Netherlands,6,Teja Nidamanuru ,Out,20,25,3,0,80,ODI # 4672,lbw b Jansen
Netherlands Vs South Africa,Netherlands,7,Scott Edwards  ,Not_out,78,69,10,1,113.04,ODI # 4672,
Netherlands Vs South Africa,Netherlands,8,Loganvan Beek ,Out,10,27,1,0,37.03,ODI # 4672,st  de Kock b Maharaj
Netherlands Vs South Africa,Netherlands,9,Roelofvan der Merwe ,Out,29,19,3,1,152.63,ODI # 4672,c  de Kock b Ngidi
Netherlands Vs South Africa,Netherlands,10,Aryan Dutt ,Not_out,23,9,0,3,255.55,ODI # 4672,
Netherlands Vs South Africa,South Africa,1,Temba Bavuma ,Out,16,31,2,1,51.61,ODI # 4672, b van der Merwe
Netherlands Vs South Africa,South Africa,2,Quintonde Kock,Out,20,22,3,0,90.9,ODI # 4672,c  Edwards b Ackermann
Netherlands Vs South Africa,South Africa,3,Rassievan der Dussen ,Out,4,7,0,0,57.14,ODI # 4672,c Dutt b van der Merwe
Netherlands Vs South Africa,South Africa,4,Aiden Markram ,Out,1,3,0,0,33.33,ODI # 4672, b van Meekeren
Netherlands Vs South Africa,South Africa,5,Heinrich Klaasen ,Out,28,28,4,0,100,ODI # 4672,c Vikramjit Singh b van Beek
Netherlands Vs South Africa,South Africa,6,David Miller ,Out,43,52,4,1,82.69,ODI # 4672, b van Beek
Netherlands Vs South Africa,South Africa,7,Marco Jansen ,Out,9,25,0,0,36,ODI # 4672, b van Meekeren
Netherlands Vs South Africa,South Africa,8,Gerald Coetzee ,Out,22,23,2,1,95.65,ODI # 4672,c  Edwards b de Leede
Netherlands Vs South Africa,South Africa,9,Keshav Maharaj ,Out,40,37,5,1,108.1,ODI # 4672,c  Edwards b van Beek
Netherlands Vs South Africa,South Africa,10,Kagiso Rabada ,Out,9,6,0,1,150,ODI # 4672,c Engelbrecht b de Leede
Netherlands Vs South Africa,South Africa,11,Lungi Ngidi ,Not_out,7,24,0,0,29.16,ODI # 4672,
Australia Vs Netherlands,Australia,1,Mitchell Marsh ,Out,9,15,2,0,60,ODI # 4681,c Ackermann b van Beek
Australia Vs Netherlands,Australia,2,David Warner ,Out,104,93,11,3,111.82,ODI # 4681,c Dutt b van Beek
Australia Vs Netherlands,Australia,3,Steven Smith ,Out,71,68,9,1,104.41,ODI # 4681,c van der Merwe b Dutt
Australia Vs Netherlands,Australia,4,Marnus Labuschagne ,Out,62,47,7,2,131.91,ODI # 4681,c Dutt b de Leede
Australia Vs Netherlands,Australia,5,Josh Inglis,Out,14,12,1,1,116.66,ODI # 4681,c Engelbrecht b de Leede
Australia Vs Netherlands,Australia,6,Glenn Maxwell ,Out,106,44,9,8,240.9,ODI # 4681,c Engelbrecht b van Beek
Australia Vs Netherlands,Australia,7,Cameron Green ,Out,8,11,1,0,72.72,ODI # 4681,run out (Engelbrecht)
Australia Vs Netherlands,Australia,8,Pat Cummins ,Not_out,12,9,2,0,133.33,ODI # 4681,
Australia Vs Netherlands,Australia,9,Mitchell Starc ,Out,0,1,0,0,0,ODI # 4681,c Ackermann b van Beek
Australia Vs Netherlands,Australia,10,Adam Zampa ,Not_out,1,1,0,0,100,ODI # 4681,
Australia Vs Netherlands,Netherlands,1,Vikramjit Singh ,Out,25,25,6,0,100,ODI # 4681,run out (Maxwell)
Australia Vs Netherlands,Netherlands,2,Max O' Dowd ,Out,6,9,1,0,66.66,ODI # 4681, b Starc
Australia Vs Netherlands,Netherlands,3,Colin Ackermann ,Out,10,11,2,0,90.9,ODI # 4681,lbw b Hazlewood
Australia Vs Netherlands,Netherlands,4,Sybrand Engelbrecht ,Out,11,21,1,0,52.38,ODI # 4681,c Warner b Marsh
Australia Vs Netherlands,Netherlands,5,Basde Leede ,Out,4,7,1,0,57.14,ODI # 4681,lbw b Cummins
Australia Vs Netherlands,Netherlands,6,Scott Edwards  ,Not_out,12,22,0,0,54.54,ODI # 4681,
Australia Vs Netherlands,Netherlands,7,Teja Nidamanuru ,Out,14,18,2,0,77.77,ODI # 4681,c  Inglis b Marsh
Australia Vs Netherlands,Netherlands,8,Loganvan Beek ,Out,0,3,0,0,0,ODI # 4681,c  Inglis b Zampa
Australia Vs Netherlands,Netherlands,9,Roelofvan der Merwe ,Out,0,1,0,0,0,ODI # 4681,lbw b Zampa
Australia Vs Netherlands,Netherlands,10,Aryan Dutt ,Out,1,8,0,0,12.5,ODI # 4681,lbw b Zampa
Australia Vs Netherlands,Netherlands,11,Paulvan Meekeren ,Out,0,1,0,0,0,ODI # 4681,st  Inglis b Zampa
Afghanistan Vs England,Afghanistan,1,Rahmanullah Gurbaz ,Out,80,57,8,4,140.35,ODI # 4670,run out (sub [DJ Willey]/ Buttler)
Afghanistan Vs England,Afghanistan,2,Ibrahim Zadran ,Out,28,48,3,0,58.33,ODI # 4670,c Root b Rashid
Afghanistan Vs England,Afghanistan,3,Rahmat Shah ,Out,3,8,0,0,37.5,ODI # 4670,st  Buttler b Rashid
Afghanistan Vs England,Afghanistan,4,Hashmatullah Shahidi ,Out,14,36,0,0,38.88,ODI # 4670, b Root
Afghanistan Vs England,Afghanistan,5,Azmatullah Omarzai ,Out,19,24,1,1,79.16,ODI # 4670,c Woakes b Livingstone
Afghanistan Vs England,Afghanistan,6,Ikram Alikhil,Out,58,66,3,2,87.87,ODI # 4670,c Curran b Topley
Afghanistan Vs England,Afghanistan,7,Mohammad Nabi ,Out,9,15,1,0,60,ODI # 4670,c Root b Wood
Afghanistan Vs England,Afghanistan,8,Rashid Khan ,Out,23,22,3,0,104.54,ODI # 4670,c Root b Rashid
Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rahman ,Out,28,16,3,1,175,ODI # 4670,c Root b Wood
Afghanistan Vs England,Afghanistan,10,Naveen-ul- Haq ,Out,5,6,1,0,83.33,ODI # 4670,run out ( Buttler)
Afghanistan Vs England,Afghanistan,11,Fazalhaq Farooqi ,Not_out,2,4,0,0,50,ODI # 4670,
Afghanistan Vs England,England,1,Jonny Bairstow ,Out,2,4,0,0,50,ODI # 4670,lbw b Fazalhaq Farooqi
Afghanistan Vs England,England,2,Dawid Malan ,Out,32,39,4,0,82.05,ODI # 4670,c Ibrahim Zadran b Mohammad Nabi
Afghanistan Vs England,England,3,Joe Root ,Out,11,17,2,0,64.7,ODI # 4670, b Mujeeb Ur Rahman
Afghanistan Vs England,England,4,Harry Brook ,Out,66,61,7,1,108.19,ODI # 4670,c  Ikram Alikhil b Mujeeb Ur Rahman
Afghanistan Vs England,England,5,Jos Buttler  ,Out,9,18,1,0,50,ODI # 4670, b Naveen-ul-Haq
Afghanistan Vs England,England,6,Liam Livingstone ,Out,10,14,1,0,71.42,ODI # 4670,lbw b Rashid Khan
Afghanistan Vs England,England,7,Sam Curran ,Out,10,23,0,0,43.47,ODI # 4670,c Rahmat Shah b Mohammad Nabi
Afghanistan Vs England,England,8,Chris Woakes ,Out,9,26,1,0,34.61,ODI # 4670, b Mujeeb Ur Rahman
Afghanistan Vs England,England,9,Adil Rashid ,Out,20,13,2,0,153.84,ODI # 4670,c Mohammad Nabi b Rashid Khan
Afghanistan Vs England,England,10,Mark Wood ,Out,18,22,3,0,81.81,ODI # 4670, b Rashid Khan
Afghanistan Vs England,England,11,Reece Topley ,Not_out,15,7,3,0,214.28,ODI # 4670,
Netherlands Vs Sri Lanka,Netherlands,1,Vikramjit Singh ,Out,4,13,1,0,30.76,ODI # 4676,lbw b Rajitha
Netherlands Vs Sri Lanka,Netherlands,2,Max O' Dowd ,Out,16,27,1,1,59.25,ODI # 4676, b Rajitha
Netherlands Vs Sri Lanka,Netherlands,3,Colin Ackermann ,Out,29,31,5,0,93.54,ODI # 4676,c  Mendis b Rajitha
Netherlands Vs Sri Lanka,Netherlands,4,Basde Leede ,Out,6,21,0,0,28.57,ODI # 4676,c Perera b Madushanka
Netherlands Vs Sri Lanka,Netherlands,5,Teja Nidamanuru ,Out,9,16,0,0,56.25,ODI # 4676,lbw b Madushanka
Netherlands Vs Sri Lanka,Netherlands,6,Scott Edwards  ,Out,16,16,0,0,100,ODI # 4676, b Theekshana
Netherlands Vs Sri Lanka,Netherlands,7,Sybrand Engelbrecht ,Out,70,82,4,1,85.36,ODI # 4676, b Madushanka
Netherlands Vs Sri Lanka,Netherlands,8,Loganvan Beek ,Out,59,75,1,1,78.66,ODI # 4676,c Asalanka b Rajitha
Netherlands Vs Sri Lanka,Netherlands,9,Roelofvan der Merwe ,Out,7,7,0,0,100,ODI # 4676,c  Mendis b Madushanka
Netherlands Vs Sri Lanka,Netherlands,10,Aryan Dutt ,Not_out,9,6,1,0,150,ODI # 4676,
Netherlands Vs Sri Lanka,Netherlands,11,Paulvan Meekeren ,Out,4,5,0,0,80,ODI # 4676,run out ( Mendis/Madushanka)
Netherlands Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka ,Out,54,52,9,0,103.84,ODI # 4676,c  Edwards b van Meekeren
Netherlands Vs Sri Lanka,Sri Lanka,2,Kusal Perera ,Out,5,8,1,0,62.5,ODI # 4676,c de Leede b Dutt
Netherlands Vs Sri Lanka,Sri Lanka,3,Kusal Mendis  ,Out,11,17,2,0,64.7,ODI # 4676,c van Meekeren b Dutt
Netherlands Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama ,Not_out,91,107,7,0,85.04,ODI # 4676,
Netherlands Vs Sri Lanka,Sri Lanka,5,Charith Asalanka ,Out,44,66,2,1,66.66,ODI # 4676, b Dutt
Netherlands Vs Sri Lanka,Sri Lanka,6,Dhananjayade Silva ,Out,30,37,1,2,81.08,ODI # 4676, b Ackermann
Netherlands Vs Sri Lanka,Sri Lanka,7,Dushan Hemantha ,Not_out,4,3,1,0,133.33,ODI # 4676,
